c,h,l,o,pc,t,timestamp,symbol
202.38,213.58,201.5,210.865,207.57,1754092799,1754276250,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276252,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276253,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276255,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276257,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276258,AAPL
