c,h,l,o,pc,t,timestamp,symbol
202.38,213.58,201.5,210.865,207.57,1754092799,1754276150,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276151,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276153,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276154,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276156,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276157,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276159,AAPL
