c,h,l,o,pc,t,timestamp,symbol
202.38,213.58,201.5,210.865,207.57,1754092799,1754275390,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275391,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275393,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275394,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275396,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275397,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275399,AAPL
