c,h,l,o,pc,t,timestamp,symbol
202.38,213.58,201.5,210.865,207.57,1754092799,1754276540,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276542,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276543,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276545,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276546,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276548,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276549,AAPL
