c,h,l,o,pc,t,timestamp,symbol
202.38,213.58,201.5,210.865,207.57,1754092799,1754275131,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275132,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275134,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275135,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275136,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275138,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275139,AAPL
