c,h,l,o,pc,t,timestamp,symbol
202.38,213.58,201.5,210.865,207.57,1754092799,1754275801,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275802,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275804,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275806,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275807,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275809,AAPL
