c,h,l,o,pc,t,timestamp,symbol
202.38,213.58,201.5,210.865,207.57,1754092799,1754275561,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275562,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275564,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275565,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275566,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275568,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275569,AAPL
