c,h,l,o,pc,t,timestamp,symbol
202.38,213.58,201.5,210.865,207.57,1754092799,1754276201,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276202,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276204,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276205,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276207,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276208,AAPL
