c,h,l,o,pc,t,timestamp,symbol
202.38,213.58,201.5,210.865,207.57,1754092799,1754275450,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275452,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275453,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275455,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275456,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275458,AAPL
