c,h,l,o,pc,t,timestamp,symbol
202.38,213.58,201.5,210.865,207.57,1754092799,1754276061,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276062,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276064,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276066,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276067,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276069,AAPL
