c,h,l,o,pc,t,timestamp,symbol
202.38,213.58,201.5,210.865,207.57,1754092799,1754276350,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276352,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276353,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276355,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276357,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276358,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276360,AAPL
