c,h,l,o,pc,t,timestamp,symbol
202.38,213.58,201.5,210.865,207.57,1754092799,1754275090,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275092,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275093,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275095,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275096,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275098,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275099,AAPL
