c,h,l,o,pc,t,timestamp,symbol
202.38,213.58,201.5,210.865,207.57,1754092799,1754276710,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276712,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276713,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276715,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276716,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276718,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754276719,AAPL
