c,h,l,o,pc,t,timestamp,symbol
202.38,213.58,201.5,210.865,207.57,1754092799,1754275971,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275972,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275974,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275975,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275977,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275978,AAPL
