c,h,l,o,pc,t,timestamp,symbol
202.38,213.58,201.5,210.865,207.57,1754092799,1754275740,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275741,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275743,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275744,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275746,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275747,AAPL
202.38,213.58,201.5,210.865,207.57,1754092799,1754275749,AAPL
